trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
Dz9VLR1YVLJwvG2aoeBQGPDtruN4PNP3CexLBgJ53ZKd,1,201.48,183.94,17.54
F28fFJgr9L7qDddZoAwRxDAd2vnjKWMWq6jAexw1cKqw,1,359.23,371.94,-12.71
3tHBrKJxU7mwdLJieR3jCLh6xRu92W8whLhPpe9F8YJZ,1,181.68,200.0,-18.32
9YwHgYTYN2R4vymuVqzuVhdqbY3iZJnPJkGxRw91eBhV,1,63.32,99.63,-36.31
AeCd1w3QEJ91VMCN5f7KSazDtL4v44CN8GvKDSDBifKq,1,354.94,844.23,-489.3
GHExVNkuiWDRpmhPVVRrd7Kqz9WPMVunkfzr49hCRP6e,2,10864.23,8977.77,1886.46
7pSxVX6TwWKNTfymSBsjeyZPk2KvK5WqrTHkoGQXoCk5,1,148.35,135.66,12.7
26wua3ujSfvEJiXDYpHEeThbWLNDyfjbHYc44XTQLscT,1,246.24,275.32,-29.08
4pWy4kKJqqnEzsofZpDYoGvkzks6LvKzXZW5ZSU3xTYA,1,668.26,1500.0,-831.74
95d1LMEyAAypNexJpRvgS6Eg3d8oiBLpCdcpS24gyS1P,2,448.89,600.42,-151.53
AyyeFPToTgau8dub5UBrgknaSB81rpH77mTQL2bfk8Ue,1,219.86,200.0,19.86
DmC8r4s2qBdUxnhra6fnurVEXKamxVKTRiVkHitrt3co,1,186.4,338.54,-152.14
Ga6kRrfMVfxo6NqaRy6D3XSEiK9ZVoLkEZjeF2LXTS1E,1,33.2,70.51,-37.31
EMA5CL5M6fLpUA22tPzb88bNJy9TE75QM4BWTqAk1Y9B,1,66.03,72.21,-6.18
JBTG9MEq2Z2HLwQVhfh6rP1tmCgfTFZFbsjYH9Zh2XBY,2,678.45,568.8,109.65
6ZUXTrehjcH1YEMLkkHzWyUHpc7wAAbWKJRdTjsgAvv4,2,361.69,209.83,151.86
FSm9iocdJ7733c9xKzErqLwN3EVyERYxJREUUPauH9nm,2,549.32,393.23,156.09
tAwv75TULEMoR5bU8sNgPrDM2d8gdagDUy4b3qo8VXY,1,219.57,2500.0,-2280.43
4kUHuiKqj6mvqs7c8PjY2bi8Cbk52zX4owzmYUYej4Wz,1,472.94,500.0,-27.06
79awuGLKCggjTFEvAAFmnq5KLdu1f2pEHa4x6psUef5X,1,28.49,37.71,-9.22
5wZ1v1PtweowGk6TMqhWjivAB3zM3KaUzy4qZw8X9jKZ,2,650.6,362.69,287.92
AitPZKWjsZoA58bdZbbrjHrqZpQym3DT9HFkpdNcr6f6,1,213.59,211.87,1.71
FNwS5LNjUcrHWifoS43Uua3MK5NNTxskdVtLnmVSxt8h,1,3205.73,3337.24,-131.51
HU14F5tcn3YAdurvcoh5zJpkkJKyXqzBYT9PjGgd19UN,1,2087.51,2097.1,-9.58
EJkafKWZaeQ5e9ctUh7mcyF9CsivTovYdJqFuQQhLQjX,1,65.74,46.67,19.07
EDehzAHrJ9XTx7GvPaHxV3FbTxuSgLTMQYX13eugf24h,1,168.86,196.75,-27.89
2nxe92vYfo7ZvQmQH4Tfq8n9vxJTxFh9RM3pmrsP9pSQ,1,75.0,90.48,-15.48
7wiAvkUah6GcBm9jtLcbLRqbv6fb2dTnWi3i2v1DRMaF,2,1249.1,1469.22,-220.12
MgX8dYJmpZpHg1aQBTyQrxr8C5AaX9EX7BDsdN5cFG6,1,135.05,49.18,85.87
6FVbRMKGidvHqdNwhnt9cY2yYN1dA63M5bWfVZ1LKeKw,1,331.62,248.47,83.14
ECWB25HtuXfGaMyRWXT4DP1gKup9z4XB4cJV6zFFuNpJ,1,3.07,6.82,-3.75
8JUcuEzwrNaAZFpp6rsx5bEC4Fc7hnVoeTnEKhvYmctg,1,196.72,190.3,6.43
DJrzikQQJyHzNVvFMLfkELhUW6hq8w7ttrLiBc5KVwbU,2,436.47,447.19,-10.73
B1tV4CLCeRHChGmWKqDadN77WndZP21YdymtLZGaTcwd,1,487.75,227.19,260.56
E3m6Nw6vMCJ8gwYeiqxZ4rtSH3X4EtZk6HetFyGpnmk5,3,2617.66,2008.71,608.94
9dp4DcnBkDmvmV3xE8xqLnD3MaDprsqJhvaF4nkFU9Pt,1,1563.41,1195.61,367.8
FqnVyDNYzqN72dJH8w1EFip7yG85SNEZSZdh7XKTEPod,1,793.63,517.13,276.5
GJS4iJtoMC41xsG6Wa63MuprCTa9gwqjvDdTqCRoqNwu,1,108.56,118.88,-10.32
EZikWnPdC4om7WtSXfsrymZLVd3heJG6rh7gCPQzqKtn,1,258.64,311.37,-52.73
54Cvr992uHbacLbBvP85JJkmdGd536NoR2SeGpFUpdDT,1,256.54,146.24,110.3
BY2QUYQ5EATL75sG2ex5QGF6BC6jD3ZeEwDQ6SipwaFp,1,207.98,129.0,78.98
Wi4FsDCF3ahhdYtJQY1sNZHx9CstumXXmGwJMpFo5GB,1,408.35,599.85,-191.5
88vxK7b6uNnTmwWs9u39BzFbaipASZPLyDGFrmXC2UQW,2,309.97,637.76,-327.8
FQXh2g3kuAn6BrSLRPT795djyEddaXfW6RvMeh77g9V2,2,2188.06,1915.65,272.41
6D3kX4XcMY97khwVK8gt4TryZE1tasq7J9ttxTWin2eY,1,138.89,136.72,2.17
5pBiiYDZuJjG8NHR2grTPfG98UY5dJWYoDwxMAHUFyHz,1,141.52,98.62,42.9
66PqQjXcBug3tE8LUUyN9a8MtzkSQfg8EjSajJQDHpsM,2,2286.84,772.83,1514.01
Hs3aew2RZPvdWqr9iWzdg2XkvJT3FgqCfz6YfKKRsCYc,1,73.41,147.09,-73.68
9uwfbGaRe329ujhaNSUD8adKKdHEvyBSzGC47i7gDK7R,3,2865.33,3110.68,-245.34
4LJk93bJFaYrjBDbGiP1yVkTDgXqeVRjVFFLXS1XHV69,1,445.59,200.0,245.59
3TW33R1Bjdgs3s7nhnAuRQoCeGnnFRRaWUudgFzY5xk1,1,208.71,124.01,84.69
7KAKrecrNUvggtkmdKchhzVKqny6DoFXz3i7ebAETBQA,2,667.97,879.42,-211.45
A5RTHkuABsMpJPKoTYV4mgfKsD7yC5F8T4ykMkTErSx3,1,607.37,354.25,253.12
GTW3K931ADJAumDGuDEnktdzTJQLAVK15zYM2mtzCKDL,1,195.3,199.5,-4.2
5SDkxynUW7bjhfWZKVRQuRwDCyHrJZQ3cXKUHh8RHt6W,1,41.81,23.59,18.23
8XeNUzSGcK5ZERL5V4h4iZ9Y2rcMyXqoinumtSZo8XsK,1,295.79,167.47,128.33
BGKynmmFSnmuD78UDnR4sqVva9xnqrNHozJkRSTWUyC6,1,2992.1,783.1,2209.0
8k9c2KW62TR8WFa3ebUNHQtgzUhZ4crk4VdvEzRESBbw,1,757.65,435.27,322.38
7PG5nRYkbFy37sJqpyTcRS4Akfp4rwkLZX5yNpH62fJf,3,5045.7,8614.44,-3568.74
HcyYmVjQHzaxPcPM6tGzN86wkQmesbrsQWy2B1nujRRN,1,258.81,220.91,37.89
7HqU6QoFVgn6PZ3xNVWJhG3xUumscgrT3NXFBs4wh3yc,1,11.95,9.84,2.11
73HNR14hbdtMZUwxBGhYdQ1vjopU3p8CFc2zjn4psJip,2,1412.21,399.77,1012.44
5SyKkdNrG9iY4ySZDdzNaDG1cpu2iUBWyxV14oLzAUrC,1,103.76,294.48,-190.73
HKJRpdiaWkCeKnyKJir679iAmVsNB31D2Qoq5qdZrTtv,1,363.98,196.86,167.11
7mKcfQ9vRxSBCumuaZC2mdy5HojAwzTsTPyxLEaNxPXS,1,444.9,839.4,-394.5
TU5NfJSKMFRroD8Qj3Zzkry9Pj4fYHjVv8D87Q38Yov,1,220.62,327.55,-106.93
85QQ9QD3ZHyZAZgLP5267w8xUXeEgcTRERLYjM3nPz1d,1,47.31,123.08,-75.77
VD6snDaAGh3W4t6y4wyiyqHi3fVDgpSVtUrLkj9RaE9,1,54.94,90.75,-35.81
FS5FeT9iDktANUtY2m4rvwaQ8i9kxZ3gZMSo6StBvgci,2,1257.34,323.05,934.3
AktFuLRAjYmbpDMEgZX4aA5jDbYaqnG6SDyo49MnxHXv,1,36.72,38.72,-1.99
FfQtSPNUSTDZwNBhJLgpVPG95ediXfeFnfZnoGPELKML,1,651.17,568.11,83.07
BhabTXFpkEwrcrdHkDYR2iRWWESWaRqmghLj5LQHJ1xa,1,709.45,1011.88,-302.43
Hjaz8ktbUarwXAYUFTukCDVMv5UH5C1STHfzUozze7V6,1,80.78,201.38,-120.6
Gqi4LhMd3PK3Hf8RwZgsMFwUwzcrGzSu9bnRdwrTYWvS,1,225.22,282.08,-56.85
2LcWaQT3L1NMjGA63sep9bastdNCitvxZ5yoVaRnsiVe,1,245.43,322.63,-77.2
7vr5eHdiNcz2TjdbDntAUYrpq3JGp8V8v1dG9EBDThGJ,1,185.82,211.01,-25.19
95ZDeyyYw8tNUNcjs8an53XA6A5ue6wn1N52ewGwro2A,1,44.8,66.72,-21.92
5AsStasr9VXeC7bG2kSaSbtejCkz2rQJspX5kiytLLT2,1,479.27,326.52,152.75
CnRuxdbwgeP5rLpJk1TLhZjgHqfqKnCLn1GpNZAgNzxm,1,196.17,252.1,-55.92
EypFDJpDd3j5DnSihGmnph57t7mqsXfx4D8Z7PLuA5JS,1,685.68,639.68,46.0
2cShgfULsjKnz712wemCbxefp3z78VwMdkHbVY58jB5s,4,1695.94,1500.0,195.94
BWxVWKbzVbqxNR2Xp2Y1rhLky1ZZJ5r4FVPC9WucX1va,1,5.85,6.07,-0.22
Co81s1dCCYkxvMQRdoapkpiRzKg83SpSStXv6rq95pmF,1,1142.97,866.75,276.21
A11YUq7LkdXLhHNrBDAuLVBHzDKHJ1EDKGxoBxUyHfBk,1,295.81,31.64,264.17
HboY7aCEcwDUGK9chq8nYcJ2WkiPndtCFvkzHjTtJDwh,1,74.98,328.04,-253.06
2m4M5dvn9sR1BEWC5wRhiaHRgpP5j1hcCNmKEtKEKKUh,1,7.65,15.27,-7.61
5kpGZ7aw44t4zuw8DUZYb8Y1trGAdKFrHAhNVhLUjub7,1,150.62,200.0,-49.38
8ZFweYdWediz9XoBJPJpVsWWpr7ZR8EK3Sh3JVSwSrUB,1,97.5,154.18,-56.69
79mf9Gr82yNFrZ13MRBRmmRUnFLiYwXZoejB49afyjn2,1,1499.41,1446.04,53.37
EqSu1nNPUpDmcika6HBECDq4f4Ngd8fPuE1qcKY4NpfX,1,372.93,527.44,-154.51
6oEPfTL12pe6j49DnFyunpcn7mg7FLyheVfB7hWJCi7g,1,344.93,289.53,55.4
12VQCe1u1rLvskHnhArjNuu4WhsuSc3YHkLywNKYTamQ,1,2499.78,1739.76,760.02
7LGthqGyCbcVq75Dmpfw3h8AUiG8KB4kTkzJKeyD6ry,1,400.69,538.12,-137.43
F2BSGzBa33kuuAT8uVwzD5uxnb7eiNBgCtsUMMTJoo5m,2,3726.78,4042.35,-315.57
98cqnrS1w2R1TBb2Rn369oPrGvgJD762roKApTaJX7Qo,1,43.52,52.91,-9.38
3MHk5mUVYJNGT1kZS6i5QDy4BD7eX6aZFTgn7D2rEB6w,1,965.17,184.27,780.9
Fmpi2hdDRiaDLY7Kp9AuDdvNERhp63JnuEiwSqkjY6h8,1,28.09,24.77,3.32
HWD7ge2GGKsu7twnoZiUbJ9gXukirXn3zE6sdeLvz4x9,1,210.31,200.0,10.31
7npkTmriQ1D7aMHf7iest654XWJQqSscx7yfztfsN8ng,2,491.72,425.46,66.26
4uHekuLHsLf6FTLmK15Q68s3PorwNQ7goX7ggx8Y2MZ8,2,33.22,87.94,-54.72
DVvh6n3FnsBfurcxTQGGxMF8GU3LmJFRC4u7vr8r6Jmj,1,367.54,233.5,134.04
67je5JaBJhNsqn5RVm15oocdVd8F7u2Yr47dkAPKjN8x,1,67.75,199.0,-131.25
FiyrX27zCULbzKLVb7wdrdeZmjuHUycAYdVTaM3D1JtV,1,374.97,300.0,74.97
AbhpwUZvXTzZSB8fqNU26TZxavtq6wqLx6LdFLm534LH,2,596.56,423.51,173.05
Bv4KwM1AhqincSYJ6hDGRgP2g5eLs67oyXFoVKwthW3a,1,1133.55,1132.48,1.07
A3ZyyWRwsN7XpimnkUfobbjGfxoR7n9sB2ppBJK7F3xW,1,280.1,806.65,-526.55
FfKXReyNemNhAPsRy4qA1XxPxASBdoZYd38DCMznKejR,1,178.28,170.19,8.1
6oekBakhkYbAUmg8sabMp6Vmws9Rz3DyhioYcW7LVqCg,1,376.25,379.13,-2.88
9drziLhuHoUUkcLbzdYkJipw1mnsAJQ2WFw7xypa3t5p,1,304.93,947.66,-642.73
B8hG4p3BCcJ7BjEsjn4PZ3dMGrZSk6h2g4G3KWe1Cmya,2,311.36,245.52,65.84
Fu4CyP5Ue1LmH7apF6j1qb2rf5B7r3Fz4z3rV6eLCg1Y,1,241.39,252.33,-10.94
65No4RzKMgDVBVCW8WG8nuid5r4Vq3RRLPsFua7uVEGG,1,783.33,92.04,691.3
6dMujGKtw6fZLNQ3mg5ai5ozSi2Bg7DoGwAYRMs3rPjV,1,233.45,229.18,4.28
B9hzch5SyUHc833rfNiMb48Jxpo96kPu6r6hcHRDyTEJ,1,190.24,445.89,-255.65
m4CkbwCZbbmEXB2EJhzQmAVX5LikLsyTozqwxXA9wEk,3,7727.95,13203.11,-5475.16
1vNVbWZA3a31GmYChjGYDo9WpTa2Bk4MxPp4SWgUXc9,1,71.23,300.0,-228.77
hiaJ3e293NJ7o7xbgXQna6GKiWduM2PYLt5ZzHfC4CH,1,949.4,996.17,-46.77
BxN6KwuoHqH6gJcezHT45ipJ5Sj4dginLNtgm6KZ3WvE,2,1924.38,2188.95,-264.58
2rVFUyFHVN6QSVwW9m69WZzrjUnxWyvdLfNkzQYW7Lmb,1,854.85,825.0,29.85
6HhL3N1NKWtVCo8YnQmYtzwSKxCpgQdfuS9417L5895U,1,2577.66,1308.95,1268.71
CrcJgVGu3qB9g6End7UjAXPvH3FWCGFRcymENnhGDZJF,2,387.61,397.65,-10.04
5uexTLcvBLHV2itKBMVt1HBhqrCYLTkpKeFw6kJVaAaU,1,243.95,233.9,10.05
2C2Vp6sAHf9GJgcvzNUNCZ6qJpsky9M921f85NmktPdK,1,309.24,264.34,44.9
BoU4hribg8VbRKMYQL5ztsN3meVGtnUpNo7NvWMx3i1K,2,1384.12,1500.0,-115.88
Dn8hQintnh1tvyg2SWPr8Q6dXJLS49NAXL7jPUaNAMCn,1,264.12,500.0,-235.88
6VEe9pnPCgq7AXew6GCC11cf898WnPedybAD5Wcr6j81,1,464.99,500.0,-35.01
7tZEFwrKiGGkxdx1cuBvnDfJGC7WNu1gZWxYGU2534EX,2,1394.06,801.95,592.11
FfJeVLgsRuZfZrAvmVgf4yAMjX8Q5t2UUVrpuyjLBdQN,2,218.99,369.18,-150.19
3HWdzqrpUBVaSNg8456zLCEQbhfZD1TvQqF6hZeimnDS,1,27.04,32.78,-5.75
xu5q7gvHYfKZggpi5o9Tf8KoQT5YcC53hU96i4rJn8X,1,10.28,10.2,0.08
3LQNxj8xvg4JK8Wh27gdgdmt2YHHP9QhVmeSXPjhgExR,1,18.16,10.1,8.06
9c7ExSgpfJAAeVHsbUtmb75SAcm9fbwH2p3F65xnp3Vz,1,34.88,31.62,3.26
6eJy2myJYMhofMygjXbrcVEDH7kQDkodDDxwK7Zk7QCx,1,104.69,25.74,78.95
FEP6drcjnkk4wUaRR5q85Ha8CZobLjmh6TZr79pJv5or,1,141.6,168.86,-27.26
6PpBihzK4fRL9NpFZCnrUBK9Es1sCYmgNuY9hNq4YwYu,1,109.57,156.88,-47.3
8y4nburzoi9wEnuWAiTmPusX4ejNCypEcvh4FL844V3R,1,118.14,57.18,60.96
HhCQinr7qUufhQSvLZe3qMC2t9BXKRYNc42wt6DvZRQM,1,138.76,123.47,15.29
55DUe1Y7uGCLwKYJWEnAXRkDtA3UCA2cAo7RgTVzg3rB,1,429.26,430.08,-0.82
7RUWYoFgTeLiYfz1uUUkJaHcHM4BiLRkQ1orv8WYRwKo,1,87.96,255.88,-167.92
FBcDtCVdUvMZ6xgT9RBv1eh83Xc2NbQqtXV1VdosFLNr,1,292.78,403.19,-110.4
GXx9G13SvedYpiX1DPW9THuqwweL1QbGBBuo282cuj8r,1,25.78,45.75,-19.97
FFVaMxLtgLWBcpiEGCUcHjgJibAxmK5xvE6rRPXUm7SD,2,480.98,425.99,54.99
HE78sxrkXU4RYB3ZJYpRKqLFHGH39wfnG7hijysvzJ8o,1,19.64,22.99,-3.36
FRuzCkqCqaCuyY9dvUQ7VQ1HNvShfqG7kkF5UmXg8GfB,1,609.69,641.41,-31.72
A483zjvrCdnmeiUEbLBwyCTRrmBQrStFppA16QdSLj1w,1,64.92,55.3,9.62
33KNXeytwt5GPQKNW95SiTrBdpisLo6peVqPXBPJ5r67,1,301.64,371.47,-69.83
EtFUwpFy9JwGoNCZfJH8bgGYLqGEu7zdtih7LNazLSqn,1,12.29,14.67,-2.38
DSnesxV7vGrxnKPSr7qRgxtKk6BN5hwmo4w6pNHQ1yhW,1,284.47,328.12,-43.65
FUMWfTq5fp3v1MfjYctyTuhyihd7BoQzejDj6ZzCrBzj,1,65.18,65.17,0.0
7y5g1JpZv8KYUcebJ2pC1EfgWX41y6pwui63v4RLBJaC,1,327.93,308.04,19.89
AwRjXenxTTiHnLZe56iwxNGrWZn1bZMSE6QsvjCSPsGA,1,516.82,523.7,-6.88
GcyXfCQ2v8wwtsfG7PdA87Cv8yD4nE1PqkxyBon3fdWX,1,439.7,500.0,-60.3
9XQufEi864nwXr1aVQ21Fe2Tzb8W6Uh2dyqm5Mb6qXMK,1,1657.02,1750.0,-92.98
EX8agDHKDV3JFiA62QLBg5E8g1e8hfFbcwkB6A5s5SmM,1,300.0,220.47,79.53
4Loe8e9YLHVVjyX1vCKWcaZ2kNZsNTKBRcmdDv2MNro8,1,10.68,13.64,-2.96
BmUojGaRRbu1csuxRzcYGRfkid1h95oFXDLkQpaAWhs3,1,28.76,61.78,-33.03
78WshfdEJrFmvs9PVvvKeyf3UeebFDcLVyuDrT7YtPk2,1,69.26,127.89,-58.63
F6MZQxi9fBgj9Ubm1XZdmCH3yNGX2wPaSRMH19yZYX3h,1,598.72,353.23,245.48
HKAitoLYFiZA7BtFLbwNZJU4DoFWT5iurLuSCyo1V1oW,1,357.8,487.97,-130.17
CQrcEboWjiHNvKsRosqzQsS7QUjse3xUDKTRNX7wtYaF,1,20.6,44.6,-24.0
BdcBmS3yGRJpzJRP691BAYDhtV4srgU1127aKZzUP1RC,1,305.68,568.21,-262.53
CRAbEZ7hDbEUmJ9QFy2VwTjjjC54heMUoTA11YNSHerJ,1,290.08,239.29,50.79
6FLZhfsLWbJfJSQ8BWCF3nL1X9Lk5AHkuNXv6i9bLB81,2,149.43,289.51,-140.08
ABByrZrsENrEC9AWxf1sShi8f7s1pfzxxcYDvVUHHJEf,2,63.14,92.46,-29.32
37EbUJKd9XfP7Zfd6PnwcSSEcBAjKeqrX79S9r6pyh2K,1,122.9,250.0,-127.1
AguY9jZecymDEaZaKJHmHotU3Nk7q84xo6Pm7d5VDkr2,1,6.81,7.19,-0.38
64SoF23672wS4R9wuzjjAV1ah3MBx8GZHT3W1jJHXqKV,1,752.3,1017.87,-265.57
CBzdaaAQKVnGdcbFNUCR9ib1SXMriquUuyhoEn4pbBFH,1,448.42,1092.04,-643.62
CaoJ12WPSBQADYRzFEun96ksqzBVpdjfKiys6GpjG4mD,1,492.09,501.21,-9.12
F6ip1MbVnN7hVt4j5D92hRHDAcmbKWDmLuN6Fw6fTgy5,1,45.34,49.84,-4.5
HBYs9kJxouEGpaRCy9fSkqX673ewgTt5MWqBHVpPPqbf,2,1231.29,1250.0,-18.71
2HcKzAsDBbwjMqiGj9KT3cLUc9H2jectw6uyqzh8ucFk,1,503.13,450.0,53.13
4SESZsrRTfsZA6HBFoTGLEQxMkz4ESifdWJE4wmJxcsJ,1,26.87,29.9,-3.03
8Zs4tmWa8HjcR3F2VQ1ZFetTrXqFKYF1kmR48sRm2puZ,1,28.95,27.12,1.83
GgDXLWBTZ4CWrWjoCdWsMxJVErDQjc4Xw5iRbLhbxR6B,1,139.35,122.97,16.37
CaYXzGTUkWqQQzzjeWQo7vtH232GY66uYJGbCrZZiFAA,1,5.97,21.07,-15.1
61mXR6NnnuNpWQMtByur3YKmBoqGoNE3Jy8Fd3M6gHkU,1,172.78,107.37,65.41
5dsNd8HWdu8aZ2VMfpPo8baV1NvT6AoKDTe1L64i4JN9,1,202.67,200.91,1.77
ANuNJFJ9XyZvsrdrRygQKeQCNqRzn6Hs5bRrUH3mfQUx,1,967.12,250.78,716.34
FNqmmfRiMVLxJfhSmE8dsoneR9tjZG1CguwU2XwHr14b,1,201.59,253.08,-51.48
3595KZZu4GNVir7cD9txYZYy9VWr383RenKuuSbAPNBN,2,1477.39,762.52,714.87
HrQWAT868FPKb682AZ5RLSqGtyfyxHAZ8TV7oyzCukLY,1,351.85,308.65,43.2
H4PWujDvgYDNpgoUVcdTJJKiDXXS6EaQYnFTFVMJxy5x,1,318.32,307.46,10.86
5hTD97WmVWysEbfFyp2dDxMdL99pMtCpVcAZXHPHSJVP,3,3122.96,3624.13,-501.17
BsP8QRUVjA4JW9NnCymjypXrYEDkKnWhm744Z2kJTaEE,1,197.49,73.44,124.04
8dHsynpTqYm3yNcPHPoDLzobxpvtGoU8hNKw7uGmzis,1,492.7,384.46,108.24
BpwQWryhq5kER3y2mhKtnhGS3yix1qnh1t1ATKN8s3yo,1,2097.18,2000.0,97.18
BQXNyNfUmFrQVH7aB5ryf8LdwJMnNHwvfHzz4AyEPnJ2,1,930.9,741.15,189.75
gyaQkd5NZPsBziAPpe8ypqCWibjUP99UcwxJUNxuuk5,1,721.44,897.05,-175.61
7cyPHaTALyCwBRKZb8HxHTitVoHDczqFyJARikiN7PNY,1,3897.54,3415.82,481.71
E8jHYgJBNjY4iKnMBmXLdwrEqwSTWX71AK83Y2WEmSJu,3,211.62,436.22,-224.6
45466kqcnkbNxbNwXNyquCZW5WPcFTPSDSXUHfKhtYJ3,1,697.82,695.6,2.22
Hj4pvk4S8rp4abgvtdg6iPwnakyeY8xu62b4XnvBMpKB,1,602.77,828.91,-226.14
EDjk3g9nismE1hXVY7soSZj8qSqcfiVFEXThYfU34gRi,1,172.6,86.94,85.66
ABW7C4XPc5hzMrDkYZ8gbU55EcXYkK8kWPkBTUVMciwe,1,182.73,183.49,-0.76
nHxCbW2XmTsnLvXSc6p4ApFE5Kc6VWf5YsDJFueYNqY,1,693.77,684.06,9.71
3y4AgkWk5RRTR145CesoERWf7jquLdUXdyKnuhj8JZ3A,1,47.02,50.63,-3.61
EaFm2X992RZKwWJjGVUQFSGwqti4p4Rqw1eihFfWDhQz,1,48.67,33.99,14.68
2SZAxu36zqaytH4B8hsaWepFqXxoEoMbJkhB4BC7KopW,1,45.89,135.13,-89.23
HQEr4bPuZ4GeA4zH11kBT4jpLMX162FWuDwq5s8dqQJQ,1,119.07,165.5,-46.43
H2eY87YjgWYXUnp9gNXSPWq7xXqsQsW26iQZQkibAtKs,1,628.85,558.0,70.85
BvQ8BBGRwYmiSNmotfeGZj2DonBNgJ5ZEdhq9uqMA1tK,2,6594.19,5491.8,1102.4
EyeMhutCfWVTo1tPSoTf1AsLct58LFN6isdQdWMQyCRD,1,637.37,387.06,250.32
CQeeQyz9eWXmkYoKAbpB6bk9FJxeiCYKrU833hTYibLK,1,2901.93,1452.44,1449.49
4wU6R5KT4VY1DVmdPoSpQw8ZWBHAg4s2KC6jDXK33boQ,1,757.65,542.89,214.76
DKEZPhoYwxj49gz8rn4mQ7prheBABWW97mJAMSTBNWL4,3,1546.95,1324.8,222.16
Hq6c8AyZUCeBBT7cHojmT4dXF7QcPwkGGsFgLU774i7C,1,254.46,146.61,107.85
8ZzfGnFwCpVHsPxeFae3Q9cVLQJab1Zwn7NPSjuB1WSN,1,1267.05,1212.23,54.82
GBrPWAC5t8Ua3PcKJCPaKTfy3KwsXn2YKxv4oi75F5Ve,1,1962.6,1329.91,632.69
G15fVN5ANKuv2BprT9DzR8841pgCnnM7ZAcuzqz8sgN9,1,558.75,527.54,31.22
6MB7ZDcQpwx1abYyLsUgwKJ8DA64ixLKpG2WXcrEowdH,1,3981.63,2532.2,1449.44
7fNttACbhmxtDeAqV8CqNL4n1LDnn1YJG7zLRiMg1RfS,1,1366.7,1679.71,-313.01
FSi1QVRkQqNqUsfieYFgWb71U48WyK5Z6osE7uGmV7xe,1,16.44,16.82,-0.38
7mk5FBpew67XEf757NaA9BXKWMr4m5Ku9NxTkAbbbcvb,1,8.01,13.87,-5.87
ArLg2FrVfc7rbpssx1uLX1f7xorfppzBZwAHaeTWDF1d,1,444.27,597.31,-153.05
8f9mMksDcjquhf4U8dmsGbmGxNyDuaAaQgPCDgxhEsYq,1,298.05,268.0,30.05
2WscTFQUomFFxkRVxWpTunWpbQmpBdRmwzGZi8rifvEu,1,336.61,304.12,32.49
BadbXebCC4J4efi2LbRdnfKdqzT8uHgQ5RukTQ7rudF1,1,287.79,400.0,-112.21
CJpMUtg5BDTiFPy1jGMiPz2gwLnLpGPG93brKK6WpY8L,1,492.38,269.97,222.42
Ea7fXbV7MoYnieJm4UEERHYpUTHBExYm8mzuR2GyrZa9,1,237.29,205.6,31.69
EFu4VcAMvisYZ4jPk54dtLAA44ebDwDvGS5NqR8MXKFA,1,108.29,208.91,-100.62
HzjGjW5FTEANhZgsjYsNH2tM2VWuJvgcKutpQj69eVFF,1,105.05,372.86,-267.81
F6WudeHpEtkhp3n56qWfshVmEiQnTU6sxfi5vZu6pgki,1,103.17,212.36,-109.19
79AU6E2Nn6uxUc1VhRfMQ8Aoyg1uDHKECniWSUW7Q1ZJ,1,764.7,545.18,219.52
8yz8LEDYN1Rvu2LsqVPNVVp7JCcRUDXFCoScZpHDGjag,1,324.28,650.64,-326.35
HrkeM8zFLiLp7ShhZKkM3b6Tvt8Aq2AKFcCvxRnfwKaq,1,4.12,4.04,0.08
9o393wvAS2i19wcsqrq8PX65Dex2NJiBMTkNJWu1Uvat,1,18.87,21.81,-2.94
Cxpk3bBasUc75aBybyDd6zA4AMR2LmaLbJg5JGkpDLPL,1,249.08,226.81,22.27
5deeCyrum1C3Lru9yDSiC9GENydGw58Z9KUDc2is1LYr,1,684.47,876.85,-192.37
BvsfBpwkTNAe76uhNrU9esgvDKqyCPqzqdQ4HtMXFvZG,2,1175.7,1041.83,133.87
64poiCQM9sZp59jvv7Br3Qj6Ay9Xzrduad1T3h6GJhqc,1,4274.59,1629.88,2644.71
EDj18KYStzV5qfiz2uGtPY3Do2uT36M2VvvRide4rWUZ,1,584.5,602.6,-18.1
FNeUAr7LYRLrW6PMDzFsNmcg8BW5zMc7XPq1eejFfBwU,1,11654.01,11000.0,654.01
2FdY9r4WDtMJwZzD8zEoboaXubeoPoVv3ru42YMvHibT,1,388.12,286.49,101.63
J1Mh8EsiZwYsV34mdgqy5VJzPL6fEuxbYfZweqLv15j4,1,1740.2,1501.09,239.11
7WR31vDv5cTdV6yqpojvEnVr2pa5PNyiDjKmkDqkyQXE,1,94.28,250.0,-155.72
E5RgtrxptNinsCY4iXJfvPz3TFA2nWTwWSrJMVy4tUf2,1,17.87,18.14,-0.27
C1scJzePaMXvYaN3i7nVTtQV7YSPwUzBQyH4eYrdFvo2,1,84.34,42.91,41.43
7Hyg4ZzULCjroFkcRzPV8i1YcusY78mD46ys7WnHmFau,1,524.81,709.85,-185.04
3ykn6Uscvg4jf7UzhaszTdCHzdSqUcNYtBNSpfeg3r69,1,238.83,159.12,79.71
9YztwrnvadJdMQS9wvLj9B4uJiKQ4jAL28woAzRb64Fc,1,501.2,496.48,4.72
